"LEAR.1"	"LEAR.2"	"LEAR.3"	"LEAR.4"	"LEAR.5"	"LEAR.6"	"DOXY.1"	"DOXY.2"	"DOXY.3"	"DOXY.4"	"DOXY.5"	"DOXY.6"	"CONTR.1"	"CONTR.2"	"CONTR.3"	"CONTR.4"	"CONTR.5"	"FUNCTION"
"Gene.36"	11.1277282989347	10.7809593834062	11.3734994034385	11.4133930150966	10.9490041034682	12.1131632430657	11.7571919811488	11.4264199396664	11.6578399369622	11.1425418558393	11.0575328326943	11.1108433559747	11.8557849293317	11.46529412724	12.0832380405641	11.0671273796202	11.3568658261532	0
"Gene.37"	9.77821891947099	9.28739129902228	9.96993547203652	8.83887374542305	9.72006498853469	9.14620049009755	9.56354875466332	9.06998581367746	9.21616137798279	9.97367746037488	10.0138681910178	9.38788217773972	9.79130976625828	8.70101387919126	9.45874893457362	9.5501283292328	9.5729942763465	0
"Gene.38"	9.10706156151171	9.73458523333742	8.82395453482998	9.41414430815805	9.01456049042943	9.60484903876462	9.27739389693644	9.41662049126962	9.11477778033309	9.70337085819886	8.6239999718188	9.28309128816725	9.59380830132641	9.34117104216128	9.07856855455733	9.51747008476456	8.85080550657142	0
"Gene.39"	7.4865150566987	7.53880231189591	7.67808658461807	6.99062385558314	7.54601680457979	7.25743971934653	7.58025559697187	7.52295696597928	6.99166757869246	7.6305377337764	7.57812516372451	7.69111895127782	7.59522076654289	7.33918965289281	7.53148201112033	7.30843595632648	7.71480537522121	0
"Gene.40"	5.36422767525638	4.9459958646825	5.24553137575589	5.39589680476154	4.53294792056917	4.48367996967693	4.55851323509898	4.33700175204708	4.96266736555039	4.77298701587082	5.09851444629447	4.69835181881144	4.76316257956232	4.2197621216836	5.5627646059203	5.24100285927845	5.28550924842061	0
"Gene.41"	2.84904602744933	3.00488960761445	2.73424493622478	2.52282907800251	2.6123124641631	2.87106918306057	2.91709871624311	2.79255245612993	2.3453823183936	3.2252075539118	3.1359722395812	2.76119981392791	2.47847759178832	2.07732012499166	2.61697070424011	2.49064124477703	1.93284400102802	0
"Gene.42"	10.4277631604703	11.1344636396795	10.6850263960195	10.171225571729	11.0995644793723	11.4041215925088	10.9664673407135	11.2576143834841	10.7251075213681	10.8638954371942	10.7838671361197	10.9279383190238	10.8151094117175	10.9983337058508	10.3672547013581	11.253982623891	10.7260727443662	0
"Gene.43"	8.01989789705464	7.81527682470068	7.48889875773851	8.03364635067505	7.79082894024748	8.08287800900147	7.87735003075788	7.77358862347665	8.21344714148716	7.84771407006976	8.02022756905603	7.29149775226694	7.97360744556204	7.88658659606318	7.87276965665267	7.87056623518024	8.03475207295186	0
"Gene.44"	7.60616575637003	7.79356389454574	7.52838140158917	8.02775377489951	7.73625973652154	7.6143795788913	7.64115226771062	7.88892069439907	7.60323622441687	7.54778001030342	7.88343700275432	7.7092998035944	7.83275451506779	7.63845201978641	8.42994676777841	7.55676455425011	7.99645419287424	0
"Gene.45"	6.1155267378857	6.25124406702987	5.65071138591233	6.2213688251484	5.62398788123109	5.63473334794705	5.90872768125358	6.16468435304839	6.07283923764753	5.81034789375584	5.29254863857826	5.47919042515397	5.85049859282814	6.00908089978564	5.97372548666665	5.98612950853651	5.92678626508032	0
"Gene.46"	13.463124540709	12.7348815220442	13.379106722548	12.8247098350539	13.4134932677529	13.0257178293259	12.68500460649	12.8131756560794	13.2414817471227	13.2636873292365	13.0788988965563	12.7730704178925	12.9544717251782	12.9990277830853	12.5242190829417	12.5376793566277	13.0225829105504	0
"Gene.47"	8.12506772194606	8.29947338382026	8.44341364899541	8.77673238398579	7.77620320660633	8.45086921883128	8.0219252769845	7.63504792337361	7.63587600496877	8.30784757573939	7.99306074203196	8.2970344370374	8.30296191909747	8.33165182018236	8.36204675601319	8.22951027096405	8.42119133217148	0
"Gene.48"	10.3988412753577	9.74154319425995	9.73098403101022	10.4342798657048	9.89284737754294	10.5943084836044	10.2292746554481	10.5715734977828	10.4524909071127	10.4618071767118	9.97646839882913	10.1263499150874	10.1549978021503	10.0232383171529	9.94167733888101	9.71344766321807	10.1655146610967	0
"Gene.49"	6.03819934189808	5.57973493736064	5.74440669780433	5.40961616608694	4.88707176480284	5.79712415965796	5.09541560755731	5.81869030600399	5.46871066685072	6.16594264711814	5.24501818637345	5.12543272580232	5.26462860763398	5.15587973445087	5.35681157175993	5.43962569699576	5.02800598861831	0
"Gene.50"	16.2805439669233	16.6887977663547	15.9106232844508	16.2829497193161	16.1553690987336	16.1843343155489	16.0136397500676	16.8620357954967	16.3759967421992	16.8030905723838	16.1619811437254	16.5024026802249	16.084749945884	16.0252531655131	16.065748980784	16.1216448266357	16.2442523703782	0
"Gene.51"	10.2778028689509	10.7503314507301	10.2669404711994	10.554761232886	10.3468887566817	10.4603183108579	10.5753607341856	10.5796460395183	10.1216967390162	10.752598807898	10.4107154480843	10.1271037717211	10.4785469920003	10.6288027545744	10.459724182202	10.3313755021359	10.4723988401169	0
"Gene.52"	9.95677650349272	9.71264946495102	10.2827780828358	9.72875795082054	9.73014506771375	10.2746721044405	12.0793520451425	12.3759213137536	12.8538737523556	11.9373555422772	11.9749847758828	11.9010254257584	11.0298760647909	11.8432644867856	10.6464319971431	11.8658716818141	10.8231171896971	0
"Gene.53"	8.975720458719	9.02701226290412	9.28372987038869	9.38366352593693	9.08942102573825	9.18910960464291	8.09190506609764	7.42789755067027	7.98297908619597	7.64848747433718	7.26540196497875	7.25026582029772	11.8479373688048	11.8597327232964	11.6916240416566	11.5045177083981	11.6370284009547	0
"Gene.54"	13.8009466403353	13.5926682356518	13.2792731810246	13.3946969187583	14.0161940138193	13.4511289280651	13.574288022821	13.4024280328824	13.4387147224581	13.746060387531	13.6076715332183	13.5373697457944	12.4370988555555	12.0487611488892	12.828969248828	12.6979901403338	12.6645327262231	0
"Gene.55"	8.85082028089028	9.1686746369941	9.23465423228117	8.61332529317541	8.54750154312503	9.16947119654739	9.39104642131834	9.27718997876341	9.55256636133609	8.8483436171059	9.2517455002082	9.68692112644512	9.19889744513102	9.76680378180277	9.26207200136911	8.92132537886745	8.7323929004859	0
"Gene.56"	16.1182674854014	16.0329509555833	16.3997871840913	16.6732277711239	16.3144157099253	16.2824604244206	16.2578470102373	16.3062973878761	16.8682469000645	16.1490579849847	15.9158436537541	16.2764103629546	16.4132660999199	16.6223133734149	16.4821572718507	15.8923116984291	16.2404343260649	0
"Gene.57"	3.06314074890161	3.1429889043592	3.12154503314426	3.33220531836862	3.37359305379452	3.23935397551289	2.62671420853614	3.00699119115392	2.42782640236239	3.30392145040407	2.8997381071393	2.90173789665029	3.32235797670019	2.95921891400241	3.40924973364456	3.16873055952241	2.9746850979638	0
"Gene.58"	9.39011520842378	9.02993318642021	8.77295768758006	9.03940878460898	9.26913383925872	8.87627482502394	9.18133305540022	8.89692605292051	9.13867962841661	9.29645977423815	9.11843325411209	9.25765981059039	8.35606255071353	9.01599393129066	9.30974123826824	9.31565745079301	8.73744752894274	0
"Gene.59"	6.42703944531389	6.03971385603817	6.23343185308978	6.14458951485394	6.12858007428313	6.76150906512214	6.55591406625771	6.21681155262287	6.4564926815193	6.13404309296644	6.27634003494057	6.57954392613257	6.3973753741618	6.28324317981036	6.28028331913699	5.87971172556968	6.3734313289765	0
"Gene.60"	9.79897850189867	9.43394079477572	9.4497884597064	9.55128973350599	10.0093180713557	9.70663147054506	9.79029680280526	9.64413860215295	9.39251831014633	9.92006183736884	9.93158995077678	9.90466999392888	9.84451611568974	9.76443583014403	9.64129823319113	9.88242174150186	9.6953621967999	0
"Gene.61"	7.48825474136774	7.12701332334953	7.74862892808906	7.35189773071941	7.40032215847179	7.40887203977711	7.28877223848106	7.0146396938295	6.37194546622519	7.22638221188804	8.09770627087832	7.68545758580014	7.32498541048205	6.8835933934529	7.20890183438711	7.35489279604963	7.01675481933643	0
"Gene.62"	8.46782939679597	8.50588260863353	8.51411323643936	8.64222398592792	8.9015438182917	8.52119414709545	8.75881114413921	8.47823751572174	8.62961837254898	8.86586071421636	8.43359728781131	8.37385974031742	8.39809197558592	8.44990908500514	7.90620296463207	9.13300111405298	8.77023301359855	0
"Gene.63"	6.09952876218678	5.49650637047255	6.29718030977972	6.0367243478811	5.61396293655159	6.60213914030203	5.71305789626003	6.05302377218326	6.09592150959418	5.73393286966323	5.7971852535604	6.17736460637876	5.74820561110442	5.52815575304241	6.18229367497941	5.7794196061444	6.43351962598883	0
"Gene.64"	3.77162242210591	3.16333125183528	3.60861874247954	3.3528093254904	3.73072023735563	3.8734932793665	3.45482387381912	3.1661047420352	3.62977476125498	3.25801846777957	3.53202934734062	3.21318941822072	3.75970542901978	3.31863064547683	4.06320539322496	3.63368493340977	3.86085529598036	0
"Gene.65"	14.243427483596	14.0628095973252	14.1705957068828	15.0080671029174	14.3615596008587	13.958167836394	14.3211401025	14.3883122800939	14.6844116183107	14.5259778524622	14.8378554902693	14.2579558378934	14.7778825259113	14.0598734973877	14.3699440342942	14.3401714909365	14.572283616676	0
"Gene.66"	3.98947116616288	4.35064596756903	3.67931034464483	4.51408396072039	4.23721289608256	4.05761578072157	4.18253763404535	4.24907937608715	4.70744625048376	3.77866983346995	4.32447189410344	3.91467617941229	4.27453071140508	4.75792499524989	4.46892355846829	4.27452846315249	4.11814795297073	0
"Gene.67"	8.82148282332827	9.41830053127654	9.11738237039848	9.33945025869799	9.36988026926488	9.23212482948334	9.19144065721362	9.09639219057555	9.46797436052903	9.51158626993847	8.97718624482384	9.57311522884514	8.91662258403001	9.33783844621701	9.72735993239837	9.01021992951932	9.37002385908099	0
"Gene.68"	4.79198117297083	5.58479139071205	5.80290103294799	5.52841835733671	5.56148269912333	5.22781949591697	5.13493998623096	5.12548535285327	5.19421402971251	5.20053085418819	5.64938880769094	5.31048799601895	5.31139743475557	4.99516154669271	5.53754472328803	5.40878027964942	5.4262595276739	0
"Gene.69"	7.31744619928718	6.76148196041813	6.73780428528786	7.16630941497076	6.89360644700087	7.03476904818095	7.81186403403668	7.34167961808917	7.00902277698301	7.04511090481746	7.28393842425416	7.15730553739393	7.29212511902581	7.06740671000033	7.32568933470084	7.25359759200962	7.06569489450579	0
"Gene.70"	2.95606394619893	2.74390745450667	2.82478508433144	2.92904802058318	3.2680054408768	2.9498990479987	3.47214225508277	2.51232261039052	2.9797166301329	3.20947900270041	3.16876377348049	3.01952408993601	3.05739629655982	3.02747908249601	2.7761963153091	3.0711282829775	3.40062716805885	0
"Gene.71"	9.15600371096645	8.9015051004676	8.60134082659011	8.15565311608792	8.65151454485319	8.8137825495955	8.36350121511149	8.25714142675413	8.48965198342586	8.85749558074354	8.56360661791196	8.63856601523491	8.78260341825223	8.16073741873038	8.73452770085532	9.24371688896427	8.6726636829704	0
"Gene.72"	5.02942131485778	5.87666528741366	5.56027610269748	4.74492356007261	5.25872659234044	5.58271533007977	5.23420223473637	5.56049839523908	5.33554730109358	5.68789185791682	5.09753750610988	5.29456222906668	5.34630289863791	6.03179418167476	5.56314575483505	4.97347107513488	5.88965146061587	0
"Gene.73"	6.51293724707881	6.06840917317842	6.92835931202124	6.45674823401904	6.37999463795756	6.847350974617	6.71650937262223	7.07254530651191	6.78469160274256	6.40615586598381	6.64443851272721	6.7324009947253	6.40648978104973	6.91035493923302	6.43023836108044	6.28544391209566	6.92206846840658	0
"Gene.74"	10.2355977453231	10.1935760156026	10.7854420941053	10.5242754998665	10.3503645098489	10.1103394838801	10.0543126557607	10.3244274781728	10.0065952295365	10.6002055145064	10.4185370075615	10.0892026718987	10.4547030753099	10.6208286734444	10.5980298945192	10.0101190946336	10.6095483694758	0
"Gene.75"	8.10798919075186	7.98872262131908	7.6052722827318	7.81182931545881	8.0904965846303	7.9213292780603	7.88240098680715	7.5724768537987	7.53665940589913	7.92932673817726	8.1261228306151	8.12957055565284	7.46191069277628	8.22734846744713	7.7491875538271	7.62244445986739	7.43153385453135	0
"Gene.76"	9.80542970147564	10.2881171605771	9.56748101444202	9.34448529956062	10.0967743542923	9.93405554298788	10.1593252427578	10.275060103048	9.92632405142972	10.046895881399	10.441046248094	9.97712375976361	9.1824300471597	9.86236334517888	9.75171952021084	10.05423759023	9.7152775788296	0
"Gene.77"	11.1440761688361	10.6131743785871	11.3844437087133	11.2384878559759	11.0941079575813	10.9356047120918	11.8594916288414	11.1365134836017	10.8867312799787	11.361770732567	11.7002537492328	11.2205495981586	11.0713321064222	10.8773065340575	11.3295004770449	10.3628642227463	10.5095581677238	0
"Gene.78"	13.6080039153403	13.1030378884087	13.7564303884286	13.4877581813687	13.944639055174	13.1333171911772	13.6300473138757	13.4485944105846	13.6050902522487	13.6492510907395	13.8110358546991	13.4732791667757	13.6588682939705	13.5050013252108	13.504377192673	13.6255941013673	13.2799280683659	0
"Gene.79"	6.86071682434265	6.93686974107518	7.02349000595416	6.47930379224904	7.26537883743796	6.84433040024866	7.29520067608258	7.47128418805398	7.85680991212997	6.88317876571681	7.21818820390596	7.24433707975512	6.77562746375371	6.81695538320257	7.35811162935666	6.69448568591535	6.83931396874809	0
"Gene.80"	8.85995955622944	9.12025662724223	9.27028790416637	8.79366267527334	9.70468636433631	9.00082107082485	8.28644728524068	8.58619364859409	9.28735284927759	9.3317708684576	9.98438465050851	8.93156511357886	8.94515324044016	9.07952331658305	9.17008397869083	9.67442342193204	9.2300559900616	0
"Gene.81"	13.4580230839878	12.9902571570533	13.5099967725761	13.5904568522444	13.6301016878352	13.5418319362422	12.9476426128298	13.309976208898	13.2183568928026	13.5639525083494	13.106098772452	13.4617480400723	13.5227803034471	13.3329533235832	13.3516836647327	13.6566968607628	13.9145760386091	0
"Gene.82"	12.3301332092238	11.8427720890044	12.1931634001271	11.321259744668	11.6848661341408	11.3507451516008	12.094138650044	11.2355853772857	11.2827185573421	11.9160188690822	12.2817489219278	11.690992527636	11.981553365514	12.23909315506	11.8888106051239	11.8297211110314	11.7689781902362	0
"Gene.83"	7.84420382510264	8.12745812974618	8.05865663202462	7.92293714796	7.89287917931859	8.12002748784721	7.3745904919717	7.90091752131812	8.22592921831339	7.41521949297467	7.69474293378301	7.82161407488219	7.91722533952598	8.08559140266233	8.43115190897341	8.07916733796781	7.97862695683543	0
"Gene.84"	7.73918292935459	7.60630259791303	7.03387805441121	7.16255969541278	7.09686513526293	7.01848225641536	6.48532331597619	6.87797713031714	7.4252488024183	7.18624893591448	6.4377635731263	6.8905988973843	7.21919626476995	7.18736149932983	6.80898050711097	7.10008416498089	7.08032428379731	0
"Gene.85"	8.31727961759071	8.48072990912966	7.79596017702367	7.90458710797439	8.14722901623332	7.96013935325482	7.92805740408928	8.09350047435685	8.07142842216347	8.65261008136027	8.12843083028794	8.22248095525242	8.31965205630194	8.38880080738229	8.0850972156247	8.8793203361528	8.74344387669873	0
"Gene.86"	10.3420226073313	11.0376509636744	10.4832576644757	10.1497348362648	10.6482451963448	10.0752714558064	10.3819413300726	10.052983276413	10.2463038519519	9.96311485215517	10.2345502774926	9.73725101340472	10.4786265234915	10.4994199607292	10.1978829354843	10.3220518473141	10.5639654681588	0
"Gene.87"	12.2653917109691	12.3971823861082	11.8898044647096	11.7791870952821	11.6952943950109	12.1738970695734	12.1623701254751	12.355619601702	12.509112231127	12.0936219836586	12.1519710457352	11.8094642030824	12.1086036244244	11.9635848084336	12.3541998492775	12.3486166625894	11.7907919100036	0
"Gene.88"	4.16143795610857	3.88749699050937	3.61340671324698	3.87632752137867	3.61726993882538	4.09768571191122	4.16806800951018	3.5576038467357	3.93609095986302	3.39353376408558	4.24912741432596	3.26875751263494	4.14795687986655	3.68418538336584	3.80805263136067	3.54455791098247	4.13850598495707	0
"Gene.89"	16.4377378271005	15.8667284517731	15.6700223603574	15.9992251349887	16.308464623073	15.2879964046995	15.7994439643085	15.8132952222666	15.9052625604127	15.7023370437502	15.2550458137138	14.9360093568776	15.8997721840085	16.246884429628	15.8252577547856	15.6936992625303	15.7660817816123	0
"Gene.90"	2.19015628487601	1.99179806079774	2.70592512544879	3.11401306014153	2.28840702495221	2.55896210193151	2.52581518299638	2.59387045835452	2.76344865190608	2.76959189044886	2.36222327687719	2.22698089919046	2.6770828617441	2.12967651217285	2.34396858240158	2.03305839664123	2.59083810807803	0
"Gene.91"	8.34912864186275	8.11685059709171	8.34631785002052	8.83177439820287	8.3651796939128	8.20615396354738	8.11558231552551	7.88905080541926	8.5359625005661	7.78910459577949	8.00413815737031	7.84109400816018	8.29660860784187	8.58953061825038	7.90965733865061	8.35848313610703	8.12564644267143	0
"Gene.92"	5.07485768348091	4.47456100839313	4.65694903255644	5.01080652706013	5.05994531804438	5.10103841338392	4.50782651181353	4.45585727943075	4.63949952463332	5.0019070735422	4.57599276696515	4.47213553278765	4.64721958131523	4.22639668871797	4.59996786075346	4.72320354016485	5.47926934347921	0
"Gene.93"	8.41818772739578	7.58435075934081	7.74850180020289	8.47571550888655	7.9900065526927	7.98790307148807	7.90941284349863	7.61007643173872	8.13570049339917	7.61337996606221	7.7963230381567	7.54046307565671	7.85379971415933	7.6458284809179	7.72363884946637	7.52808955671657	8.21974323591919	0
"Gene.94"	9.2443329196449	8.85458335287724	8.10026772618946	8.54880621985329	8.81736283482154	8.31788940928429	8.63268154208927	8.77296250410221	8.40420308528651	8.28786630800516	8.6711953715117	8.80479462497252	9.58796508766675	8.50862939938981	8.63169600729405	8.83925922932207	8.56114011280657	0
